Disciplina,Hierarquia,Nivel,Indice,Quantidade,Quantidade_Caderno
Gestão de Projetos (PMBOK),06.01,2,Conceitos Gerais de Áreas de Conhecimento e Grupos de Processo,134,134
Gestão de Projetos (PMBOK),06.02,2,Áreas de Conhecimento (PMBOK),639,639
Gestão de Projetos (PMBOK),06.02.01,3,Gerenciamento da Integração do Projeto,62,62
Gestão de Projetos (PMBOK),06.02.02,3,Gerenciamento do Escopo do Projeto,108,108
Gestão de Projetos (PMBOK),06.02.03,3,Gerenciamento do Cronograma (Tempo) do Projeto,58,58
Gestão de Projetos (PMBOK),06.02.04,3,Gerenciamento do Custo do Projeto,89,89
Gestão de Projetos (PMBOK),06.02.05,3,Gerenciamento da Qualidade do Projeto,44,44
Gestão de Projetos (PMBOK),06.02.06,3,Gerenciamento dos Recursos do Projeto,27,27
Gestão de Projetos (PMBOK),06.02.07,3,Gerenciamento das Comunicações do Projeto,18,18
Gestão de Projetos (PMBOK),06.02.08,3,Gerenciamento dos Riscos do Projeto,148,148
Gestão de Projetos (PMBOK),06.02.09,3,Gerenciamento das Aquisições do Projeto,20,20
Gestão de Projetos (PMBOK),06.02.10,3,Gerenciamento das Partes Interessadas do Projeto,32,32
Gestão de Projetos (PMBOK),06.02.11,3,Tópicos Mesclados de Áreas de Conhecimento (PMBOK),33,33
Gestão de Projetos (PMBOK),07,1,PMBOK 7ª Edição (Tópicos Específicos),74,49
Gestão de Projetos (PMBOK),07.01,2,Sistema de Entrega de Valor,10,10
Gestão de Projetos (PMBOK),07.02,2,Princípios de Gerenciamento de Projetos,10,10
Gestão de Projetos (PMBOK),07.03,2,Domínios de Desempenho de Projetos,20,20
Gestão de Projetos (PMBOK),07.04,2,Tailoring em Projetos,3,3
Gestão de Projetos (PMBOK),07.05,2,"Modelos, Métodos e Artefatos (Projetos)",6,6
Gestão de Projetos (PMBOK),08,1,Ferramentas e Técnicas de Gestão de Projetos,411,411
Gestão de Projetos (PMBOK),08.01,2,"Diagrama de Redes, PERT, CPM e MDP",124,124
Gestão de Projetos (PMBOK),08.02,2,Gráfico de Gantt,31,31
Gestão de Projetos (PMBOK),08.03,2,EAP - Estrutura Analítica do Projeto,93,93
Gestão de Projetos (PMBOK),08.04,2,"Gestão do Valor Agregado (VA, VP, IDC, IDP, CR etc.)",35,35
Gestão de Projetos (PMBOK),08.05,2,Gestão de Conflitos em Projetos,6,6
Gestão de Projetos (PMBOK),08.06,2,MS Project,23,23
Gestão de Projetos (PMBOK),08.07,2,Outras Ferramentas e Técnicas de Gestão de Projetos,99,99
Gestão de Projetos (PMBOK),09,1,Maturidade em Gestão de Projetos,6,6
Gestão de Projetos (PMBOK),10,1,PRINCE2,11,11
Gestão de Projetos (PMBOK),11,1,Outros Aspectos de Gestão de Projetos,45,45
Gestão de Projetos (PMBOK),12,1,Sem Classificação,1,1
Língua Portuguesa e Redação Oficial,,0,Língua Portuguesa (Português),23932,23932
Língua Portuguesa e Redação Oficial,,0,Redação Oficial,1981,1981
Língua Portuguesa e Redação Oficial,01,1,Ortografia,445,445
Língua Portuguesa e Redação Oficial,01,1,Manual de Redação da Presidência da República (MRPR),1481,1481
Língua Portuguesa e Redação Oficial,01.01,2,Ortografia - Casos Gerais e Emprego das Letras,81,81
Língua Portuguesa e Redação Oficial,01.01,2,Definição e Atributos da Redação Oficial,261,261
Língua Portuguesa e Redação Oficial,01.02,2,"Fatos da Língua Portuguesa (Porque, Por Que, Porquê e Por Quê; Onde, Aonde e Donde; Há e A, etc)",47,47
Língua Portuguesa e Redação Oficial,01.02,2,Pronomes de Tratamento (Redação oficial),235,235
Língua Portuguesa e Redação Oficial,01.02.01,3,"Conceitos, Uso e Concordância (Pronomes de Tratamento)",122,122
Língua Portuguesa e Redação Oficial,01.02.02,3,Vocativos,113,113
Língua Portuguesa e Redação Oficial,01.03,2,Inicial Maiúscula,25,25
Língua Portuguesa e Redação Oficial,01.03,2,Fechos e Identificação do Signatário,153,153
Língua Portuguesa e Redação Oficial,01.04,2,Acentuação,225,225
Língua Portuguesa e Redação Oficial,01.04,2,Padrão Ofício,421,421
Língua Portuguesa e Redação Oficial,01.04.01,3,Definição de Padrão Ofício e Documentos,167,167
Língua Portuguesa e Redação Oficial,01.04.02,3,Partes do Documento (Padrão Ofício),231,231
Língua Portuguesa e Redação Oficial,01.04.03,3,"Formatação (Páginas, Texto, Numeração)",17,17
Língua Portuguesa e Redação Oficial,01.04.04,3,Questões Mescladas sobre Padrão Ofício,6,6
Língua Portuguesa e Redação Oficial,01.05,2,Uso do Hífen,20,20
Língua Portuguesa e Redação Oficial,01.05,2,Tipos de Documentos (Redação Oficial),153,153
Língua Portuguesa e Redação Oficial,01.05.01,3,Exposição de Motivos e Mensagem,79,79
Língua Portuguesa e Redação Oficial,01.05.02,3,Correio Eletrônico (Redação Oficial),68,68
Língua Portuguesa e Redação Oficial,01.05.03,3,Variações dos Documentos Oficiais,6,6
Língua Portuguesa e Redação Oficial,01.06,2,"Convenções de Escrita (Itálico, Siglas, etc)",15,15
Língua Portuguesa e Redação Oficial,01.06,2,Julgamento de Trechos quanto à Correção (Red. Oficial),220,220
Língua Portuguesa e Redação Oficial,01.07,2,Questões Mescladas de Ortografia,32,32
Língua Portuguesa e Redação Oficial,01.07,2,Tópicos Variados do MRPR,38,38
Língua Portuguesa e Redação Oficial,02,1,"Fonética (Fonemas, Dígrafos, Encontros Consonantais, Vocálicos). Separação Silábica",34,34
Língua Portuguesa e Redação Oficial,02,1,Atos Normativos (Redação Oficial),28,28
Língua Portuguesa e Redação Oficial,02.01,2,Lei Complementar nº 95/1998 - Atos Normativos,13,13
Língua Portuguesa e Redação Oficial,02.02,2,Atos Normativos no Manual de Redação da Presidência da República (MRPR),10,10
Língua Portuguesa e Redação Oficial,02.03,2,Legislação Estadual e Municipal sobre Atos Normativos,4,4
Língua Portuguesa e Redação Oficial,02.04,2,Decreto nº 9.191/2017 - Atos Normativos Enviados ao Presidente pelos Ministros,1,1
Língua Portuguesa e Redação Oficial,03,1,Morfologia,1629,1629
Língua Portuguesa e Redação Oficial,03,1,Ortografia e Gramática (redação Oficial),78,78
Língua Portuguesa e Redação Oficial,03.01,2,Formação e Estrutura das Palavras,76,76
Língua Portuguesa e Redação Oficial,03.02,2,Classes de Palavras,1553,1553
Língua Portuguesa e Redação Oficial,03.02.01,3,Artigo,19,19
Língua Portuguesa e Redação Oficial,03.02.02,3,Substantivo,79,79
Língua Portuguesa e Redação Oficial,03.02.03,3,Adjetivo,93,93
Língua Portuguesa e Redação Oficial,03.02.04,3,Verbo,526,526
Língua Portuguesa e Redação Oficial,03.02.04.01,4,Conjugação. Reconhecimento e Emprego dos Modos e Tempos Verbais,431,431
Língua Portuguesa e Redação Oficial,03.02.04.02,4,Correlação Verbal,23,23
Língua Portuguesa e Redação Oficial,03.02.04.03,4,Locução Verbal,39,39
Língua Portuguesa e Redação Oficial,03.02.04.04,4,Questões Variadas de Verbo,33,33
Língua Portuguesa e Redação Oficial,03.02.05,3,Pronomes,101,101
Língua Portuguesa e Redação Oficial,03.02.05.01,4,Pronomes Pessoais,25,25
Língua Portuguesa e Redação Oficial,03.02.05.02,4,Pronomes de Tratamento,9,9
Língua Portuguesa e Redação Oficial,03.02.05.03,4,Pronomes Possessivos,3,3
Língua Portuguesa e Redação Oficial,03.02.05.04,4,Pronomes Indefinidos,3,3
Língua Portuguesa e Redação Oficial,03.02.05.05,4,Pronomes Interrogativos,2,2
Língua Portuguesa e Redação Oficial,03.02.05.06,4,Pronomes Demonstrativos,14,14
Língua Portuguesa e Redação Oficial,03.02.05.07,4,Pronomes Relativos,36,36
Língua Portuguesa e Redação Oficial,03.02.05.08,4,Questões Mescladas sobre Pronomes,9,9
Língua Portuguesa e Redação Oficial,03.02.06,3,Advérbio,81,81
Língua Portuguesa e Redação Oficial,03.02.07,3,Numeral,4,4
Língua Portuguesa e Redação Oficial,03.02.08,3,Preposição,106,106
Língua Portuguesa e Redação Oficial,03.02.09,3,Conjunção,482,482
Língua Portuguesa e Redação Oficial,03.02.10,3,Interjeição,3,3
Língua Portuguesa e Redação Oficial,03.02.11,3,Questões Variadas de Classe de Palavras,59,59
Língua Portuguesa e Redação Oficial,04,1,Colocação Pronominal,177,177
Língua Portuguesa e Redação Oficial,04,1,Outros Expedientes de Redação Oficial,205,205
Língua Portuguesa e Redação Oficial,04.01,2,Atas (Redação Oficial),52,52
Língua Portuguesa e Redação Oficial,04.02,2,Atestado (Redação Oficial),6,6
Língua Portuguesa e Redação Oficial,04.03,2,Carta (Redação Oficial),3,3
Língua Portuguesa e Redação Oficial,04.04,2,Certidão (Redação Oficial),1,1
Língua Portuguesa e Redação Oficial,04.05,2,Circulares (Redação Oficial),2,2
Língua Portuguesa e Redação Oficial,04.06,2,Convite (Redação Oficial),1,1
Língua Portuguesa e Redação Oficial,04.07,2,Despacho (Redação Oficial),1,1
Língua Portuguesa e Redação Oficial,04.08,2,Edital (Redação Oficial),13,13
Língua Portuguesa e Redação Oficial,04.09,2,Parecer (Redação Oficial),18,18
Língua Portuguesa e Redação Oficial,04.10,2,Portaria (Redação Oficial),7,7
Língua Portuguesa e Redação Oficial,04.11,2,Relato (Redação Oficial),4,4
Língua Portuguesa e Redação Oficial,04.12,2,Relatório (Redação Oficial),45,45
Língua Portuguesa e Redação Oficial,04.13,2,Requerimento (Redação Oficial),28,28
Língua Portuguesa e Redação Oficial,04.14,2,Questões Variadas de Outros Expedientes de Redação Oficial,24,24
Língua Portuguesa e Redação Oficial,05,1,Semântica,1228,1228
Língua Portuguesa e Redação Oficial,05,1,Outros Manuais de Redação Oficial,116,116
Língua Portuguesa e Redação Oficial,05.01,2,Sinônimos e Antônimos,352,352
Língua Portuguesa e Redação Oficial,05.01,2,Manual de Redação Oficial do Tribunal de Contas do DF,20,20
Língua Portuguesa e Redação Oficial,05.02,2,Homônimos e Parônimos,17,17
Língua Portuguesa e Redação Oficial,05.02,2,Manual de Redação Oficial de Governos Estaduais,2,2
Língua Portuguesa e Redação Oficial,05.03,2,Denotação e Conotação,152,152
Língua Portuguesa e Redação Oficial,05.03,2,Normas de Redação e Atos Oficiais de Universidades,85,85
Língua Portuguesa e Redação Oficial,05.04,2,Polissemia,25,25
Língua Portuguesa e Redação Oficial,05.04,2,"Manual de Redação de Correspondências Oficiais, Relatórios Executivos e Normas Técnicas (ABDI)",2,2
Língua Portuguesa e Redação Oficial,05.05,2,Ordenação de Parágrafos,30,30
Língua Portuguesa e Redação Oficial,05.05,2,Manual de Redação e Estilo da Apex-Brasil,7,7
Língua Portuguesa e Redação Oficial,05.06,2,Significação de Vocábulo e Expressões,509,509
Língua Portuguesa e Redação Oficial,05.07,2,Outras Questões de Semântica,143,143
Língua Portuguesa e Redação Oficial,06,1,Sintaxe,1024,1024
Língua Portuguesa e Redação Oficial,06,1,Abreviações e Símbolos (Redação Oficial),1,1
Língua Portuguesa e Redação Oficial,06.01,2,"Frase, Oração e Período",41,41
Língua Portuguesa e Redação Oficial,06.02,2,Funções Sintáticas,507,507
Língua Portuguesa e Redação Oficial,06.02.01,3,Termos Essenciais da Oração,233,233
Língua Portuguesa e Redação Oficial,06.02.01.01,4,Sujeito,208,208
Língua Portuguesa e Redação Oficial,06.02.01.02,4,Predicado,25,25
Língua Portuguesa e Redação Oficial,06.02.02,3,"Termos Integrantes (Objeto Direto e Indireto, Complemento Nominal e Agente da Passiva)",164,164
Língua Portuguesa e Redação Oficial,06.02.03,3,"Termos Acessórios (Adjunto Adnominal, Adjunto Adverbial e Aposto). Vocativo",96,96
Língua Portuguesa e Redação Oficial,06.02.04,3,Adjunto adnominal x Complemento Nominal,14,14
Língua Portuguesa e Redação Oficial,06.03,2,Orações Coordenadas,40,40
Língua Portuguesa e Redação Oficial,06.04,2,Orações Subordinadas Substantivas,56,56
Língua Portuguesa e Redação Oficial,06.05,2,Orações Subordinadas Adjetivas,113,113
Língua Portuguesa e Redação Oficial,06.06,2,Orações Subordinadas Adverbiais,88,88
Língua Portuguesa e Redação Oficial,06.07,2,Orações Reduzidas,35,35
Língua Portuguesa e Redação Oficial,06.08,2,Funções Sintáticas dos Pronomes Relativos,16,16
Língua Portuguesa e Redação Oficial,06.09,2,Função Sintática dos Pronomes Pessoais Átonos,28,28
Língua Portuguesa e Redação Oficial,06.10,2,Questões Mescladas de Sintaxe,100,100
Língua Portuguesa e Redação Oficial,07,1,"Pontuação (Ponto, Vírgula, Travessão, Aspas, Parênteses, etc)",1528,1528
Língua Portuguesa e Redação Oficial,07,1,Outros Assuntos de Redação Oficial,19,19
Língua Portuguesa e Redação Oficial,08,1,Regência,896,896
Língua Portuguesa e Redação Oficial,08,1,Sem Classificação,53,53
Língua Portuguesa e Redação Oficial,08.01,2,Regência Nominal e Verbal (Casos Gerais),300,300
Língua Portuguesa e Redação Oficial,08.02,2,Crase,596,596
Língua Portuguesa e Redação Oficial,09,1,Concordância (Verbal e Nominal),746,746
Língua Portuguesa e Redação Oficial,10,1,Vozes (Voz Passiva e Voz Ativa),113,113
Língua Portuguesa e Redação Oficial,11,1,"Coerência. Coesão (Anáfora, Catáfora, Uso dos Conectores - Pronomes Relativos, Conjunções, etc)",1721,1721
Língua Portuguesa e Redação Oficial,12,1,"Tipos de Discurso (Direto, Indireto e Indireto Livre)",39,39
Língua Portuguesa e Redação Oficial,13,1,Linguagem,343,343
Língua Portuguesa e Redação Oficial,13.01,2,"Variações da Linguagem: Não Verbal, Regional, Histórica, Contextual. Neologismos e Estrangeirismos",32,32
Língua Portuguesa e Redação Oficial,13.02,2,Linguagem Formal e Informal,112,112
Língua Portuguesa e Redação Oficial,13.03,2,Figuras de Linguagem,100,100
Língua Portuguesa e Redação Oficial,13.04,2,"Vícios de Linguagem (Pleonasmo, Ambiguidade, Cacofonia, etc.)",36,36
Língua Portuguesa e Redação Oficial,13.05,2,"Funções da Linguagem (Emotiva, Apelativa, Poética, Denotativa, etc)",63,63
Língua Portuguesa e Redação Oficial,14,1,"Partícula ""Se""",204,204
Língua Portuguesa e Redação Oficial,15,1,"Vocábulo ""Como""",27,27
Língua Portuguesa e Redação Oficial,16,1,"Vocábulo ""Que""",98,98
Língua Portuguesa e Redação Oficial,17,1,Interpretação de Textos (Compreensão),7120,7120
Língua Portuguesa e Redação Oficial,18,1,Tipologia e Gênero Textual,737,737
Língua Portuguesa e Redação Oficial,19,1,Paralelismo,35,35
Língua Portuguesa e Redação Oficial,20,1,Reescrita de Frases. Substituição de Palavras ou Trechos de Texto.,3394,3394
Língua Portuguesa e Redação Oficial,21,1,Clareza e Correção,949,949
Língua Portuguesa e Redação Oficial,22,1,Outras Questões de Português e Questões Mescladas (Interpretação de Textos ou Gramática),709,709
Língua Portuguesa e Redação Oficial,23,1,Sem Classificação,736,736
Ética no Serviço Público,,0,Ética no Serviço Público,1190,1190
Ética no Serviço Público,1.0,2,Ética (Aspectos Teóricos),392,392
Ética no Serviço Público,1.01,2,"Ética, Moral, Princípios e Valores",172,172
Ética no Serviço Público,1.02,2,"Ética, Democracia e Cidadania",74,74
Ética no Serviço Público,1.03,2,Ética no Setor Público e Função Pública,146,146
Ética no Serviço Público,2.0,2,Decreto nº 1.171/1994 - Código de Conduta do Servidor Público Civil do Poder Executivo Federal,681,681
Ética no Serviço Público,3.0,2,Código de Conduta da Alta Administração Federal,7,7
Ética no Serviço Público,4.0,2,Lei nº 8.027/1990 - Normas de Conduta dos Servidores Federais,11,11
Ética no Serviço Público,5.0,2,Lei nº 12.813/2013 - Conflito de Interesses,12,12
Ética no Serviço Público,6.0,2,Códigos de Ética do Judiciário,87,87
Ética no Serviço Público,6.01,2,Código de Ética do STF,16,16
Ética no Serviço Público,6.02,2,Códigos de Ética dos TREs,17,17
Ética no Serviço Público,6.03,2,Códigos de Ética dos TRTs,9,9
Ética no Serviço Público,6.04,2,Resolução CNJ nº 60/2008 - Código de Ética da Magistratura Nacional,4,4
Ética no Serviço Público,6.05,2,Código de Ética dos Servidores da Justiça Militar da União,41,41
